"""UTI AMC-EQ"","
"""Arisinfra Solu.-EQ"","
"""Granules India-EQ"","
"""JK Tyre & Indust-EQ"","
"""Narayana Hrudaya-EQ"","
"""Cipla-EQ"","
"""Capacit'e Infra.-EQ"","
"""Milky Mist Dairy-EQ"","
"""Reliance Infra.-EQ"","
"""Aptus Value Hou.-EQ"","
"""Jindal Drilling-EQ"","
"""Midwest-EQ"","
"""JITF Infra Logis-EQ"","
"""Vardhman Special-EQ"","
"""Indo Borax & Ch.-EQ"","
"""Team Lease Serv.-EQ"","
"""DMCC Speciality-EQ"","
"""Sh. Jagdamba Pol-EQ"","
"""Aptech-EQ"","
"""Nephrocare Health Services-EQ"","
"""Pennar Industrie-EQ"","
"""Patel Retail-EQ"","
"""AXISCADES Tech.-EQ"","
"""Epigral-EQ"","
"""Hatsun Agro-EQ"","
"""Hester Bios-EQ"","
"""Ellen.Indl.Gas-EQ"","
"""MTAR Technologie-EQ"","
"""Torrent Pharma.-EQ"","
"""KRBL-EQ"","
"""Sudarshan Pharma-EQ"","
"""Senores Pharma.-EQ"","
"""Nupur Recyclers-EQ"","
"""Gland Pharma-EQ"","
"""Sona BLW Precis.-EQ"","
"""J K Cements-EQ"","
"""M & M-EQ"","
"""Adani Total Gas-EQ"","
"""Mindteck (India)-EQ"","
"""A B Lifestyle-EQ"","
"""Commerl. Synbags-EQ"","
"""P I Industries-EQ"","
"""Kellton Tech-EQ"","
"""Innova Captab-EQ"","
"""SBI Life Insuran-EQ"","
"""Kapston Services-EQ"","
"""Anuh Pharma-EQ"","
"""Thomas Cook (I)-EQ"","
"""Akums Drugs-EQ"","
"""Dolphin Offshore-EQ"","
"""Orkla India-EQ"","
"""Atul-EQ"","
"""Veljan Denison-EQ"","
"""Voith Paper-EQ"","
"""Brightcom Group-EQ"","
"""Laxmi Dental-EQ"","
"""Maithan Alloys-EQ"","
"""Pitti Engg.-EQ"","
"""Madras Fertilize-EQ"","
"""Roto Pumps-EQ"","
"""Heritage Foods-EQ"","
"""Jubilant Food.-EQ"","
"""Jupiter Life Lin-EQ"","
"""Five-Star Bus.Fi-EQ"","
"""Vishal Mega Mart-EQ"","
"""JBM Auto-EQ"","
"""Angel One-EQ"","
"""CIE Automotive-EQ"","
"""Max Healthcare-EQ"","
"""Standard Engineering Technology-EQ"","
"""Heidelberg Cem.-EQ"","
"""Kalyani Steels-EQ"","
"""Tata Comm-EQ"","
"""TCI Express-EQ"","
"""Orbit Exports-EQ"","
"""Mangal Electrica-EQ"","
"""SRF-EQ"","
"""Shree Ganesh Rem-EQ"","
"""Balmer Lawrie-EQ"","
"""Ganesh Benzopl.-EQ"","
"""Kirl. Electric-EQ"","
"""Apis India-EQ"","
"""WPIL-EQ"","
"""Larsen & Toubro-EQ"","
"""Kirloskar Oil-EQ"","
"""BASF India-EQ"","
"""Suraj Estate-EQ"","
"""Artemis Medicare-EQ"","
"""Rishabh Instrum.-EQ"","
"""NCL Industries-EQ"","
"""Gujarat Kidney-EQ"","
"""Apollo Micro Sys-EQ"","
"""Ashiana Housing-EQ"","
"""CSL Finance-EQ"","
"""Suyog Telematics-EQ"","
"""Goodluck India-EQ"","
"""Sandhar Tech-EQ"","
"""Sai Silks-EQ"","
"""Inv.& Prec.Cast.-EQ"","
"""M.V.K. Agro-EQ"","
"""Shree Vasu Logis-EQ"","
"""Greenply Industr-EQ"","
"""GNA Axles-EQ"","
"""S C I-EQ"","
"""Mah. Seamless-EQ"","
"""Ajmera Realty-EQ"","
"""La Opala RG-EQ"","
"""AVT Natural Prod-EQ"","
"""Petro Carbon-EQ"","
"""Hindustan Foods-EQ"","
"""Blue Cloud Soft.-EQ"","
"""O N G C-EQ"","
"""Rallis India-EQ"","
"""ERIS Lifescience-EQ"","
"""Adani Ports-EQ"","
"""Edelweiss.Fin.-EQ"","
"""Medi Assist Ser.-EQ"","
"""ION Exchange-EQ"","
"""Poly Medicure-EQ"","
"""S P Apparels-EQ"","
"""Tasty Bite Eat.-EQ"","
"""Kama Holdings-EQ"","
"""Sr.Rayala.Hypo-EQ"","
"""GRM Overseas-EQ"","
"""CMR Green Tech.-EQ"","
"""Arfin India-EQ"","
"""Savita Oil Tech-EQ"","
"""Advanced Enzyme-EQ"","
"""Rane (Madras)-EQ"","
"""Lemon Tree Hotel-EQ"","
"""Thermax-EQ"","
"""Escorts Kubota-EQ"","
"""Craftsman Auto-EQ"","
"""Afcons Infrastr.-EQ"","
"""Monte Carlo Fas.-EQ"","
"""True Green-EQ"","
"""BCL Industries-EQ"","
"""Apollo Tyres-EQ"","
"""Styrenix Perfor.-EQ"","
"""KPI Green Energy-EQ"","
"""Belrise Industri-EQ"","
"""Arvind Ltd-EQ"","
"""Satin Creditcare-EQ"","
"""Bharat Dynamics-EQ"","
"""Shree Refrigerat-EQ"","
"""Permanent Magnet-EQ"","
"""Credo Brands-EQ"","
"""Bansal Wire Inds-EQ"","
"""Authum Invest-EQ"","
"""VST Till. Tract.-EQ"","
"""Anantam Highways-EQ"","
"""Likhitha Infra.-EQ"","
"""SIS-EQ"","
"""Rategain Travel-EQ"","
"""Ramky Infra-EQ"","
"""Torrent Power-EQ"","
"""Sansera Enginee.-EQ"","
"""GMM Pfaudler-EQ"","
"""Dollar Industrie-EQ"","
"""Excelsoft Tech.-EQ"","
"""Ashok Leyland-EQ"","
"""Raj Rayon Inds.-EQ"","
"""Cosmic CRF-EQ"","
"""JSW Infrast-EQ"","
"""Fabtech Tech.-EQ"","
"""Galaxy Surfact.-EQ"","
"""Mankind Pharma-EQ"","
"""Parag Milk Foods-EQ"","
"""Haldyn Glass-EQ"","
"""Patel Engineerin-EQ"","
"""Zaggle Prepaid-EQ"","
"""HPL Electric-EQ"","
"""Fortis Health.-EQ"","
"""Amara Raja Ener.-EQ"","
"""Kilitch Drugs-EQ"","
"""Samvardh. Mothe.-EQ"","
"""Kirl. Ferrous-EQ"","
"""Lords Mark Industries-EQ"","
"""Manaksia Steels-EQ"","
"""Viyash Scientific-EQ"","
"""Sagility-EQ"","
"""PTC India-EQ"","
"""SKF India-EQ"","
"""Aegis Logistics-EQ"","
"""Ashika Global Securities.-EQ"","
"""Rossari Biotech-EQ"","
"""KN Agri Resource-EQ"","
"""Mold-Tek Pack.-EQ"","
"""Dilip Buildcon-EQ"","
"""Happiest Minds-EQ"","
"""SMS Pharma.-EQ"","
"""IFB Agro Inds.-EQ"","
"""Jai Corp-EQ"","
"""TajGVK Hotels-EQ"","
"""Man Infra-EQ"","
"""Kaynes Tech-EQ"","
"""V-Mart Retail-EQ"","
"""Rajratan Global-EQ"","
"""Sumeet Industrie-EQ"","
"""Hindalco Inds.-EQ"","
"""Gandhar Oil Ref.-EQ"","
"""AWFIS Space-EQ"","
"""Go Digit General-EQ"","
"""GOCL Corpn.-EQ"","
"""Dr Reddy's Labs-EQ"","
"""B.L.Kashyap-EQ"","
"""Shyam Metalics-EQ"","
"""Sportking India-EQ"","
"""Harsha Engg Intl-EQ"","
"""3i Infotech-EQ"","
"""OCCL-EQ"","
"""Sh.Pushkar Chem.-EQ"","
"""Mrs Bectors-EQ"","
"""Sharat Industrie-EQ"","
"""Arvind SmartSp.-EQ"","
"""Technvision Ven.-EQ"","
"""Aurobindo Pharma-EQ"","
"""INDIA SHELTE FIN-EQ"","
"""Brigade Hotel-EQ"","
"""Phoenix Mills-EQ"","
"""Veranda Learning-EQ"","
"""Blackbuck-EQ"","
"""Servotech Renew-EQ"","
"""Nava-EQ"","
"""Somany Ceramics-EQ"","
"""Mafatlal Inds.-EQ"","
"""Jagran Prakashan-EQ"","
"""Subex-EQ"","
"""Yogi Ltd-EQ"","
"""Bata India-EQ"","
"""IST-EQ"","
"""Laxmi India Fin.-EQ"","
"""Finolex Inds.-EQ"","
"""Krsnaa Diagnost.-EQ"","
"""Protean eGov-EQ"","
"""TGV Sraac-EQ"","
"""Minda Corp-EQ"","
"""Sakar Healthcare-EQ"","
"""Motil.Oswal.Fin.-EQ"","
"""UltraTech Cem.-EQ"","
"""MOIL-EQ"","
"""Alembic Pharma-EQ"","
"""Bharat Forge-EQ"","
"""Mamata Machinery-EQ"","
"""Fractal Analyt.-EQ"","
"""IZMO-EQ"","
"""Aeroflex Enter.-EQ"","
"""Medplus Health-EQ"","
"""Tata Steel-EQ"","
"""Guj. Ambuja Exp-EQ"","
"""EMS-EQ"","
"""PDS-EQ"","
"""Marathon Nextgen-EQ"","
"""MMP Industries-EQ"","
"""Manba Finance-EQ"","
"""Mangal Credit-EQ"","
"""Pansari Develop.-EQ"","
"""Prakash Pipes-EQ"","
"""Container Corpn.-EQ"","
"""India Glycols-EQ"","
"""Yatharth Hospit.-EQ"","
"""Paramount Comm.-EQ"","
"""BMW Industries-EQ"","
"""Paisalo Digital-EQ"","
"""Bharat Wire-EQ"","
"""Ratnaveer Precis-EQ"","
"""Cyient-EQ"","
"""Pyramid Technopl-EQ"","
"""CIAN Agro-EQ"","
"""R K Swamy-EQ"","
"""Nitin Spinners-EQ"","
"""Beezaasan Exp.-EQ"","
"""K C P-EQ"","
"""Gufic BioScience-EQ"","
"""Oriental Rail-EQ"","
"""Gopal Snacks-EQ"","
"""360 ONE-EQ"","
"""Tejas Cargo-EQ"","
"""Oriental Hotels-EQ"","
"""TTK Prestige-EQ"","
"""Manipal Health-EQ"","
"""Borosil Scienti.-EQ"","
"""Anant Raj-EQ"","
"""Regaal Resources-EQ"","
"""G N F C-EQ"","
"""Haz.Multi Proj.-EQ"","
"""Patanjali Foods-EQ"","
"""JK Lakshmi Cem.-EQ"","
"""Kansai Nerolac-EQ"","
"""Huhtamaki India-EQ"","
"""GMR Urban-EQ"","
"""BMW Ventures-EQ"","
"""Qualitek Labs-EQ"","
"""G R Infraproject-EQ"","
"""Aether Industri.-EQ"","
"""Azad Engineering-EQ"","
"""Aarti Drugs-EQ"","
"""Venky's (India)-EQ"","
"""Bafna Pharma.-EQ"","
"""Cartrade Tech-EQ"","
"""SBFC Finance-EQ"","
"""PTC India Fin-EQ"","
"""HLE Glascoat-EQ"","
"""Tilaknagar Inds.-EQ"","
"""Asahi India Glas-EQ"","
"""Stallion India-EQ"","
"""Arman Financial-EQ"","
"""Bajaj Steel Inds-EQ"","
"""Universal Cables-EQ"","
"""Capri Global-EQ"","
"""GMR Airports-EQ"","
"""Powergrid Infra.-EQ"","
"""Allcargo Termi-EQ"","
"""JM Financial-EQ"","
"""Amanta Healthcar-EQ"","
"""Mukka Proteins-EQ"","
"""Jayant Agro Org.-EQ"","
"""All Time Plastic-EQ"","
"""Everest Kanto-EQ"","
"""Oil India-EQ"","
"""Uttam Sug.Mills-EQ"","
"""Borosil-EQ"","
"""DCM Shriram-EQ"","
"""Honda India-EQ"","
"""Prime Focus-EQ"","
"""Hindustan Media-EQ"","
"""Rossell Techsys-EQ"","
"""Shriram Finance-EQ"","
"""Pokarna-EQ"","
"""Proventus Agro.-EQ"","
"""Bajaj Healthcare-EQ"","
"""Century Plyboard-EQ"","
"""Orient Ceratech-EQ"","
"""Globus Spirits-EQ"","
"""Emami Paper-EQ"","
"""Mallcom (India)-EQ"","
"""Nelcast-EQ"","
"""Fischer Medical-EQ"","
"""Deepak Fertilis.-EQ"","
"""Ambika Cotton-EQ"","
"""Sudarshan Colorants-EQ"","
"""Triton Valves-EQ"","
"""Aster DM Quality-EQ"","
"""Salzer Electron.-EQ"","
"""Atul Auto-EQ"","
"""Texmaco Rail-EQ"","
"""SMC Global Sec.-EQ"","
"""Aadhar Hsg. Fin.-EQ"","
"""Deepak Nitrite-EQ"","
"""Jubilant Ingrev.-EQ"","
"""H.G. Infra Engg.-EQ"","
"""Aye Finance-EQ"","
"""Mishra Dhatu Nig-EQ"","
"""Stove Kraft-EQ"","
"""IOL Chemicals-EQ"","
"""MAS FINANC SER-EQ"","
"""ACC-EQ"","
"""Puravankara-EQ"","
"""Cosmo First-EQ"","
"""ITC Hotels-EQ"","
"""Antony Waste han-EQ"","
"""KDDL Ltd-EQ"","
"""Fedders Holding-EQ"","
"""Wakefit Innovati-EQ"","
"""Balkrishna Inds-EQ"","
"""Unimech Aero.-EQ"","
"""Tour. Fin. Corp.-EQ"","
"""Home First Finan-EQ"","
"""GEE-EQ"","
"""Dr Agarwal's Hea-EQ"","
"""Relaxo Footwear-EQ"","
"""Whirlpool India-EQ"","
"""JSW Cement-EQ"","
"""Shilpa Medicare-EQ"","
"""Vertis Infra.-EQ"","
"""Balaji Amines-EQ"","
"""Bhageria Indust.-EQ"","
"""Arihant Capital-EQ"","
"""Bajaj Holdings-EQ"","
"""Mangalam Cement-EQ"","
"""Moschip Tech.-EQ"","
"""JSW Steel-EQ"","
"""Bajel Projects-EQ"","
"""Rhetan TMT Ltd-EQ"","
"""DEE Development-EQ"","
"""Optiemus Infra.-EQ"","
"""T N Petro Prod.-EQ"","
"""One Point One-EQ"","
"""Bajaj Finance-EQ"","
"""IIFL Finance-EQ"","
"""HFCL-EQ"","
"""Saraswati Commer-EQ"","
"""ISGEC Heavy-EQ"","
"""Precot-EQ"","
"""Royal Orch.Hotel-EQ"","
"""Gateway Distri-EQ"","
"""Parin Enterpris.-EQ"","
"""Ventive Hospital-EQ"","
"""G M D C-EQ"","
"""Rail Vikas-EQ"","
"""Responsive Ind-EQ"","
"""ICE Make Refrig.-EQ"","
"""Mufin Green-EQ"","
"""Hindusthan Insulators &-EQ"","
"""Aarti Pharma-EQ"","
"""Nahar Poly-EQ"","
"""Plastiblends (I)-EQ"","
"""United Breweries-EQ"","
"""Sangam India-EQ"","
"""CESC-EQ"","
"""Mold-Tek Technol-EQ"","
"""Nilkamal Ltd-EQ"","
"""IRIS Regtech Solutions-EQ"","
"""RPSG Ventures-EQ"","
"""Titagarh Rail-EQ"","
"""Bajaj Finserv-EQ"","
"""Go Fashion (I)-EQ"","
"""Arihant Super.-EQ"","
"""Brigade Enterpr.-EQ"","
"""Tata Power Co.-EQ"","
"""Carborundum Uni.-EQ"","
"""Sunita Tools Ltd-EQ"","
"""Inox Wind-EQ"","
"""Jagatjit Inds.-EQ"","
"""Sarla Performanc-EQ"","
"""Entero Healthcar-EQ"","
"""NLC India-EQ"","
"""Apex Frozen Food-EQ"","
"""TruAlt Bioenergy-EQ"","
"""Jindal Saw-EQ"","
"""KNR Construct.-EQ"","
"""Prestige Estates-EQ"","
"""PG Electroplast-EQ"","
"""PB Fintech.-EQ"","
"""Shanti Educat.-EQ"","
"""HDFC Life Insur.-EQ"","
"""Eimco Elecon(I)-EQ"","
"""Shree Cement-EQ"","
"""Reliance Industries-EQ"","
"""Digitide Solutio-EQ"","
"""Amber Enterp.-EQ"","
"""SG Mart-EQ"","
"""Navneet Educat.-EQ"","
"""R C F-EQ"","
"""Onix Solar-EQ"","
"""Kokuyo Camlin-EQ"","
"""Divgi Torq-EQ"","
"""Finkurve Fin.-EQ"","
"""Cheviot Company-EQ"","
"""Repco Home Fin-EQ"","
"""ICICI Pru Life-EQ"","
"""Ritco Logistics-EQ"","
"""Ugro Capital-EQ"","
"""Greaves Cotton-EQ"","
"""UPL-EQ"","
"""SBI Cards-EQ"","
"""Ultramarine Pig.-EQ"","
"""Laxmi Goldorna-EQ"","
"""Pashupati Cotsp.-EQ"","
"""TVS Supply-EQ"","
"""Alicon Cast.-EQ"","
"""Syngene Intl.-EQ"","
"""Dynamatic Tech.-EQ"","
"""CreditAcc. Gram.-EQ"","
"""5paisa Capital-EQ"","
"""AAVAS Financiers-EQ"","
"""Updater Services-EQ"","
"""Adit.Birla Money-EQ"","
"""Welspun Special.-EQ"","
"""Sasken Technol.-EQ"","
"""Cyient DLM-EQ"","
"""Wonder Electric.-EQ"","
"""Gujarat Fluoroch-EQ"","
"""Sical Logistics-EQ"","
"""Veefin Solutions-EQ"","
"""Euro India Fresh-EQ"","
"""Ethos-EQ"","
"""Trident-EQ"","
"""Birla Corpn.-EQ"","
"""Media Matrix-EQ"","
"""JTEKT India-EQ"","
"""Hi-Tech Pipes-EQ"","
"""Munjal Auto Inds-EQ"","
"""Speciality Rest.-EQ"","
"""Chola Financial-EQ"","
"""Northern Arc-EQ"","
"""Jai Balaji Inds.-EQ"","
"""Virtuoso Optoel.-EQ"","
"""Lotus Chocolate-EQ"","
"""Cholaman.Inv.&Fn-EQ"","
"""Power Fin.Corpn.-EQ"","
"""REC Ltd-EQ"","
"""Jindal Steel-EQ"","
"""DCW-EQ"","
"""MSP Steel & Pow.-EQ"","
"""Ircon Intl.-EQ"","
"""Star Health Insu-EQ"","
"""GAIL (India)-EQ"","
"""Hitech Corp.-EQ"","
"""Shadowfax Technologies-EQ"","
"""Adani Energy Sol-EQ"","
"""Orissa Minerals-EQ"","
"""Avantel-EQ"","
"""PC Jeweller-EQ"","
"""JTL Industries-EQ"","
"""Prakash Industri-EQ"","
"""Rupa & Co-EQ"","
"""Shrem InvIT-EQ"","
"""Hubtown-EQ"","
"""Rane Holdings-EQ"","
"""Indian Hume Pipe-EQ"","
"""Krishna Institu.-EQ"","
"""IKIO Tech-EQ"","
"""M M Forgings-EQ"","
"""Indef Manufactur-EQ"","
"""Sundaram Finance-EQ"","
"""PNB Housing-EQ"","
"""Apeejay Surrend.-EQ"","
"""Steel Exchange-EQ"","
"""A.K.Capital Serv-EQ"","
"""Bannari Amm.Sug.-EQ"","
"""SG Finserve-EQ"","
"""Muthoot Microfin-EQ"","
"""Balrampur Chini-EQ"","
"""Landmark Cars-EQ"","
"""Tata Consumer-EQ"","
"""Synergy Green-EQ"","
"""Confidence Petro-EQ"","
"""Vasa Denticity-EQ"","
"""Faze Three-EQ"","
"""Jupiter Wagons-EQ"","
"""Can Fin Homes-EQ"","
"""B H E L-EQ"","
"""SpiceJet-EQ"","
"""Power Grid Corpn-EQ"","
"""Natl.Fertilizer-EQ"","
"""HDB FINANC SER-EQ"","
"""Fedbank Financi.-EQ"","
"""Voltas-EQ"","
"""Geojit Fin. Ser.-EQ"","
"""Rico Auto Inds-EQ"","
"""Ugar Sugar Works-EQ"","
"""Jubilant Pharmo-EQ"","
"""Birla Cable-EQ"","
"""Samhi Hotels-EQ"","
"""ACME Solar Hold.-EQ"","
"""Vardhman Textile-EQ"","
"""Bajaj Housing-EQ"","
"""Sar Televenture-EQ"","
"""Himatsing. Seide-EQ"","
"""M & M Fin. Serv.-EQ"","
"""Aditya Birla Cap-EQ"","
"""Leela Palaces Hotels-EQ"","
"""Panorama Studios-EQ"","
"""Indian Renewable-EQ"","
"""MMTC-EQ"","
"""Jindal Worldwide-EQ"","
"""IRM Energy-EQ"","
"""Altius Telecom-EQ"","
"""LIC Housing Fin.-EQ"","
"""Tata Capital-EQ"","
"""MIC Electronics-EQ"","
"""Exide Inds.-EQ"","
"""N R Agarwal Inds-EQ"","
"""Systematix Corp.-EQ"","
"""Andhra Sugars-EQ"","
"""PNC Infratech-EQ"","
"""Yasho Industries-EQ"","
"""PTC Industries-EQ"","
"""Inox Green-EQ"","
"""H U D C O-EQ"","
"""L&T Finance Ltd-EQ"","
"""Mahamaya Steel-EQ"","
"""Gokaldas Exports-EQ"","
"""Bharat Bijlee-EQ"","
"""HEG-EQ"","
"""Cohance Life-EQ"","
"""Canara HSBC-EQ"","
"""Leap India-EQ"","
"""NTPC-EQ"","
"""Transpek Inds.-EQ"","
"""Health.Global-EQ"","
"""Paushak-EQ"","
"""Smartworks Cowor-EQ"","
"""Century Enka-EQ"","
"""Rain Industries-EQ"","
"""Manappuram Fin.-EQ"","
"""Prime Securities-EQ"","
"""Genesys Intl.-EQ"","
"""Shiv Aum Steels-EQ"","
"""Indo Count Inds.-EQ"","
"""Dalmia Bharat-EQ"","
"""Jaykay Enter.-EQ"","
"""Godrej Industrie-EQ"","
"""JSW Energy-EQ"","
"""Vindhya Telelink-EQ"","
"""Electronics Mart-EQ"","
"""NACL Industries-EQ"","
"""Salasar Techno-EQ"","
"""Mahindra Holiday-EQ"","
"""Greenlam Industr-EQ"","
"""Tega Inds.-EQ"","
"""Lenskart Solut.-EQ"","
"""Bhartiya Intl.-EQ"","
"""Morepen Labs.-EQ"","
"""TTK Healthcare-EQ"","
"""Shriram Properti-EQ"","
"""Juniper Hotels-EQ"","
"""Emk.Global Fin.-EQ"","
"""Grasim Inds-EQ"","
"""Sreeleathers-EQ"","
"""Swelect Energy-EQ"","
"""Renaiss. Global-EQ"","
"""Amagi Media Labs-EQ"","
"""IndiGrid Trust-EQ"","
"""RIR Power Electr-EQ"","
"""Agarwal Indl.-EQ"","
"""Abans Financial-EQ"","
"""PSP Projects-EQ"","
"""Lux Industries-EQ"","
"""Wendt India-EQ"","
"""S A I L-EQ"","
"""PCBL Chemical-EQ"","
"""Magadh Sugar-EQ"","
"""Maan Aluminium-EQ"","
"""Ujjivan Small-EQ"","
"""PTL Enterprises-EQ"","
"""Eldeco Housing-EQ"","
"""Indl.& Prud.Inv.-EQ"","
"""GIC Housing Fin-EQ"","
"""BEML Ltd-EQ"","
"""AvenuesAI-EQ"","
"""Enkei Wheels-EQ"","
"""AU Small Finance-EQ"","
"""Sterlite Tech.-EQ"","
"""Mahindra Life.-EQ"","
"""Mindspace Busine-EQ"","
"""Godrej Propert.-EQ"","
"""Karur Vysya Bank-EQ"","
"""Dalmia BharatLtd-EQ"","
"""Aegis Vopak Term-EQ"","
"""Wockhardt-EQ"","
"""Sula Vineyards-EQ"","
"""Sunteck Realty-EQ"","
"""TVS Srichakra-EQ"","
"""Tirupati Forge-EQ"","
"""Virat Industries-EQ"","
"""Poonawalla Fin-EQ"","
"""Vakrangee-EQ"","
"""T N Merc. Bank-EQ"","
"""IRB Infra.Devl.-EQ"","
"""Jana Small Finan-EQ"","
"""Baazar Style-EQ"","
"""H T Media-EQ"","
"""Indo Farm Equip.-EQ"","
"""Archean Chemical-EQ"","
"""DCB Bank-EQ"","
"""Yuken India-EQ"","
"""Allied Digital-EQ"","
"""JK Paper-EQ"","
"""Adani Green-EQ"","
"""Mahindra Logis.-EQ"","
"""Anupam Rasayan-EQ"","
"""Asgard Alcobev-EQ"","
"""Centrum Capital-EQ"","
"""Suryoday Small-EQ"","
"""Precision Camshf-EQ"","
"""Guj.Nat.Resour.-EQ"","
"""Manali Petrochem-EQ"","
"""Yatra Online-EQ"","
"""Sterling Tools-EQ"","
"""NELCO-EQ"","
"""Orient Green-EQ"","
"""Capital Infra-EQ"","
"""ICICI Bank-EQ"","
"""G S F C-EQ"","
"""Tatva Chintan-EQ"","
"""Viceroy Hotels-EQ"","
"""Nitco-EQ"","
"""Hindware Home In-EQ"","
"""Nuvoco Vistas-EQ"","
"""Capital Small-EQ"","
"""Bluestone Jewel-EQ"","
"""CSB Bank-EQ"","
"""Visaka Industrie-EQ"","
"""Sandesh-EQ"","
"""Shoppers Stop-EQ"","
"""Uflex-EQ"","
"""Mardia Samyoung-EQ"","
"""HDFC Bank-EQ"","
"""Just Dial-EQ"","
"""Kirloskar Indus.-EQ"","
"""Gayatri Projects-EQ"","
"""Kotak Mah. Bank-EQ"","
"""JP Power Ven.-EQ"","
"""PVR Inox-EQ"","
"""IRB InvIT Fund-EQ"","
"""Axentra Corp-EQ"","
"""GRP-EQ"","
"""The Hi-Tech Gear-EQ"","
"""Sanathan Textile-EQ"","
"""Sobha-EQ"","
"""Aarti Industries-EQ"","
"""Avadh Sugar-EQ"","
"""Ruby Mills-EQ"","
"""Le Travenues-EQ"","
"""Western Carriers-EQ"","
"""Advent Hotels-EQ"","
"""GYFTR-EQ"","
"""Indus Inf. Trust-EQ"","
"""SPML Infra-EQ"","
"""Triven.Engg.Ind.-EQ"","
"""City Union Bank-EQ"","
"""Dhunseri Vent.-EQ"","
"""Shish Industries-EQ"","
"""Bodal Chemicals-EQ"","
"""Meghmani Organi.-EQ"","
"""Kopran-EQ"","
"""Nahar Indl. Ent.-EQ"","
"""Concord Enviro-EQ"","
"""Elpro Internatio-EQ"","
"""Godavari Bioref.-EQ"","
"""Canara Bank-EQ"","
"""RHI Magnesita-EQ"","
"""Z F Steering-EQ"","
"""Shalby-EQ"","
"""Primo Chemicals-EQ"","
"""Piramal Finance.-EQ"","
"""Neogen Chemicals-EQ"","
"""Equitas Sma. Fin-EQ"","
"""Cube Highways-EQ"","
"""Dhampur Sugar-EQ"","
"""Stanley Lifesty.-EQ"","
"""South Ind.Bank-EQ"","
"""Chemcon Special.-EQ"","
"""Spice LoungeFood-EQ"","
"""Bandhan Bank-EQ"","
"""Sh. Digvijay Cem-EQ"","
"""T N Newsprint-EQ"","
"""Federal Bank-EQ"","
"""Indiqube Spaces-EQ"","
"""Lokesh Mach.-EQ"","
"""Nxt-Infra Trust-EQ"","
"""Westlife Food-EQ"","
"""DLF-EQ"","
"""Indian Bank-EQ"","
"""GeeCee Vent.-EQ"","
"""Union Bank (I)-EQ"","
"""Indokem-EQ"","
"""Vardhman Hold.-EQ"","
"""Welspun Living-EQ"","
"""Axis Bank-EQ"","
"""Sigachi Indust.-EQ"","
"""PVP Ventures-EQ"","
"""RattanIndia Pow.-EQ"","
"""Valiant Organics-EQ"","
"""Softtech Enginee-EQ"","
"""Wonderla Holiday-EQ"","
"""West Coast Paper-EQ"","
"""Clean Max Enviro-EQ"","
"""PNB Gilts-EQ"","
"""The Ramco Cement-EQ"","
"""Punjab Natl.Bank-EQ"","
"""SBI-EQ"","
"""Praj Industries-EQ"","
"""Prince Pipes-EQ"","
"""Reliance Power-EQ"","
"""Sheela Foam-EQ"","
"""Prozone Realty-EQ"","
"""I O B-EQ"","
"""Alembic-EQ"","
"""Karnataka Bank-EQ"","
"""Excel Industries-EQ"","
"""Sahasra Electro.-EQ"","
"""Bank of Maha-EQ"","
"""IDFC First Bank-EQ"","
"""Yes Bank-EQ"","
"""Sai Parenteral's-EQ"","
"""Pun. & Sind Bank-EQ"","
"""Kanoria Chem.-EQ"","
"""Bank of India-EQ"","
"""IDBI Bank-EQ"","
"""Prism Johnson-EQ"","
"""Fusion Finance-EQ"","
"""Sukhjit Starch-EQ"","
"""Eureka Forbes-EQ"","
"""S H Kelkar & Co.-EQ"","
"""Gloster Ltd-EQ"","
"""J & K Bank-EQ"","
"""Nexus Select-EQ"","
"""Dhanlaxmi Bank-EQ"","
"""Adani Enterp.-EQ"","
"""RBL Bank-EQ"","
"""TVS Elec.-EQ"","
"""NHPC Ltd-EQ"","
"""GHCL Textiles-EQ"","
"""Sanstar-EQ"","
"""IndusInd Bank-EQ"","
"""Som Distilleries-EQ"","
"""Crest Ventures-EQ"","
"""Cons. Finvest-EQ"","
"""TCC Concept-EQ"","
"""ESAF Small Fin-EQ"","
"""Central Bank-EQ"","
"""I R F C-EQ"","
"""Bank of Baroda-EQ"","
"""RSWM Ltd-EQ"","
"""Ambuja Cements-EQ"","
"""Embassy Off.REIT-EQ"","
"""Ramkrishna Forg.-EQ"","
"""Seshasayee Paper-EQ"","
"""Sustainable Ener-EQ"","
"""Orient Bell-EQ"","
"""Den Networks-EQ"","
"""LMW-EQ"","
"""SJVN-EQ"","
"""Rama Steel Tubes-EQ"","
"""Niyogin Fintech-EQ"","
"""UCO Bank-EQ"","
"""Beekay Steel Ind-EQ"","
"""Guj Inds. Power-EQ"","
"""Sudarshan Chem.-EQ"","
"""Zuari Industries-EQ"","
"""Ganesha Ecosphe.-EQ"","
"""Energy InfrTrust-EQ"","
"""Jindal Poly Film-EQ"","
"""Brookfield India-EQ"","
"""Maple Inf. Trust-EQ"","
"""AYM Syntex-EQ"","
"""Jain Irrigation-EQ"","
"""Kuantum Papers-EQ"","
"""Interglobe Aviat-EQ"","
"""Bluspring Enter.-EQ"","
"""Knowledge Realty-EQ"","
"""Best Agrolife-EQ"","
"""VTM-EQ"","
"""NDR INVIT Trust-EQ"","
"""IFCI-EQ"","
"""SEPC-EQ"","
"""Delta Corp-EQ"","
